id,name,sex,year,form,house,tutor,dob,age_sept,heritage,home_language,eal,pupil_premium,sen_status,sen_primary_need,avg_working_grade,reading_age,best_subject,weakest_subject,attendance_pct,lates_this_term,behaviour_points,detentions,suspensions,behaviour_tier,attendance_concern,emotionally_based_school_avoidance,description
HAR1499,Shane Larkin,M,9,9E,Beam,Miss R. Tandy,2013-05-13,13.3,White British,English,No,Yes,SEN Support (K),"SLCN - Speech, Language & Communication",1.8,9y 6m,English,Maths,79.9,15,108,35,2,poor,True,False,"Shane Larkin has SLCN - Speech, Language & Communication and works with the SEN team most weeks. Currently 1.8 on average - on target in English, a full two grades off in Maths. Literacy is the bottleneck: reading age 9y 6m and handwriting that he's embarrassed about. 108 points, 35 detentions. Told his Head of Year, word for word, that the school could ""do one"" - then apologised properly the next day, which is the frustrating bit. Attendance 79.9%. Two attendance meetings held, one missed by the family. Lives on the flats behind the Roman Road with mum, dad and grandad. The family are on the phone to the office constantly - engaged, if a bit much. One of the leaders in chess club; it's the one place he's consistently brilliant. Looked-after child, placed with foster carers in the borough since Year 8."
HAR1500,Arnas Kazlauskas,M,9,9E,Beam,Miss R. Tandy,2013-06-25,13.2,White Other (Lithuanian),Lithuanian,Yes - fluent,Yes,None,,6.1,13y 10m,History,English,100.0,2,9,2,0,ok,False,False,"Arnas Kazlauskas sits mid-table across the board and is happy there, which frustrates his tutor. Working at grade 6.1 on average, with History the clear strength and English the obvious weak spot. 9 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance sits at 100.0% with no unauthorised absence. Lives on the Chrisp Street area with mum and three younger siblings, in a house with a converted loft room. Known across the year for baking."
HAR1501,Ahmed Hersi,M,9,9E,Beam,Miss R. Tandy,2013-03-25,13.4,Black African (Somali),Somali,Yes - fluent,Yes,None,,6.0,13y 8m,Maths,English,91.1,19,8,2,0,ok,False,False,"Ahmed Hersi is the definition of middle of the road - never in trouble, never top of the class. Sits on grade 6.0 overall. Teachers in Maths rate him highly, staff in English much less so. 8 behaviour points and 2 detentions, all for the same three things. Attendance 91.1%. Punctuality is the bigger problem: 19 lates this term. Lives in a terraced house shared with an aunt's family with both parents and an older brother. Whoever's home in the morning is doing four school runs, so he's largely left to sort himself out. Goes to STEM club every week without fail."
HAR1502,Yalini Selvarajah,F,9,9E,Beam,Miss R. Tandy,2012-12-20,13.7,Asian Other (Sri Lankan Tamil),Tamil,Yes - fluent,Yes,None,,4.4,11y 11m,Music,Science,88.6,6,26,1,0,ok,True,False,"Yalini Selvarajah is pleasant, chatty and easily distracted, but the work gets done in the end. Currently 4.4 on average - on target in Music, a full two grades off in Science. 26 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance has slipped to 88.6% and there's a pattern of Monday mornings. Lives in a one-bed with the living room as a bedroom with dad and stepmum. Goes to STEM club every week without fail. Young carer - registered with the borough."
HAR1503,Zamzam Abdalla,F,9,9E,Beam,Miss R. Tandy,2013-05-07,13.3,Black African (Somali),Somali,No,No,None,,7.4,15y 1m,English,PE,93.8,2,29,2,0,ok,False,False,"Zamzam Abdalla sits near the front, works from the second the bell goes, and rarely needs telling twice. Average of 7.4 across the board, with a big spread between English and PE. 29 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 93.8%, which the year team are keeping an eye on. Lives on the Plaistow side with mum, dad and grandad. Older siblings came through Harford as well and staff remember the surname. Big into producing beats on FL Studio."
HAR1504,Georgia Doyle,F,9,9E,Beam,Miss R. Tandy,2013-06-01,13.3,White British,English,No,Yes,SEN Support (K),"SLCN - Speech, Language & Communication",5.1,11y 3m,English,Maths,84.1,7,118,39,0,poor,True,False,"Georgia Doyle has SLCN - Speech, Language & Communication and does far better with structure, warning of changes and a bit of patience. Sits on grade 5.1 overall. Teachers in English rate her highly, staff in Maths much less so. 118 points and 39 detentions. Walked out of Maths shouting ""this lesson is dead"" and slammed the door hard enough to crack the glass. Attendance 84.1%. Two attendance meetings held, one missed by the family. Lives with mum and a disabled younger brother in a maisonette off the high street. The commute in is two buses and it shows in the punctuality data. Big into Leyton Orient."
HAR1505,Abdirahman Warsame,M,9,9E,Beam,Miss R. Tandy,2013-03-16,13.5,Black African (Somali),Somali,Yes - fluent,Yes,None,,6.4,14y 6m,Maths,English,90.1,22,0,1,0,good,False,False,"Abdirahman Warsame is quiet to the point of being invisible in some lessons and staff have to make an effort to notice him. Sits on grade 6.4 overall. Teachers in Maths rate him highly, staff in English much less so. Nothing on the behaviour log worth reading - 0 points total. Attendance 90.1%, which the year team are keeping an eye on. Lives on the estate off Barking Road with an uncle who is also his named carer, in a house with a converted loft room. One of the leaders in Eco Club; it's the one place he's consistently brilliant."
HAR1506,Maisie Hendricks,F,9,9E,Beam,Miss R. Tandy,2013-03-03,13.5,White British,English,No,Yes,None,,3.4,10y 9m,French,Music,85.3,19,186,34,2,poor,True,False,"Maisie Hendricks runs the room if you let her, and most supply teachers let her. Currently 3.4 on average - on target in French, a full two grades off in Music. Literacy is the bottleneck: reading age 10y 9m and handwriting that she's embarrassed about. 186 behaviour points, 34 detentions, 2 suspensions - the worst being a fight in the DT corridor that took three staff to break up. 85.3% attendance. The school has issued a formal warning and a penalty notice is on the table. Lives in a two-bed flat with grandmother as main carer. The family are on the phone to the office constantly - engaged, if a bit much. Quietly good at Arsenal, which nobody at school knew until Year 9. Recently bereaved - lost her grandfather last year and it shows."
HAR1507,Zamzam Nur,F,9,9E,Beam,Miss R. Tandy,2013-07-06,13.2,Black African (Somali),Somali,Yes - fluent,No,None,,3.5,11y 5m,English,PE,90.6,12,72,12,0,mixed,False,False,"Zamzam Nur sits mid-table across the board and is happy there, which frustrates her tutor. Currently 3.5 on average - on target in English, a full two grades off in PE. 72 behaviour points and 12 detentions, all for the same three things. Attendance 90.6%, which the year team are keeping an eye on. Lives with grandmother as main carer in a house with a converted loft room. Parents' evening attendance is patchy, and it's shift work rather than a lack of interest. Big into boxing. Recently bereaved - lost her grandfather last year and it shows."
HAR1508,Fatjon Berisha,M,9,9E,Beam,Miss R. Tandy,2013-08-17,13.0,White Other (Albanian),Albanian,No,Yes,SEN Support (K),"SEMH - Social, Emotional & Mental Health",3.3,10y 3m,French,English,94.3,4,17,3,0,ok,False,False,"Fatjon Berisha has SEMH - Social, Emotional & Mental Health, which shapes how he copes with a full timetable in a building this loud. Reports are consistent: strong in French, weak in English, average grade 3.3. Reading age assessed at 10y 3m. Everything else follows from that. 17 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 94.3%, which the year team are keeping an eye on. Lives in a two-bed flat with mum, dad and grandad. Would rather be at boxercise than in any lesson and says so openly."
HAR1509,Amarachi Adebayo,F,9,9E,Beam,Miss R. Tandy,2013-05-06,13.3,Black African (Nigerian),Nigerian Pidgin,Yes - fluent,Yes,None,,4.2,11y 10m,PE,Design & Technology,98.1,1,25,1,0,ok,False,False,"Amarachi Adebayo is a grafter. Nothing comes easily but she keeps showing up and keeps trying. Currently 4.2 on average - on target in PE, a full two grades off in Design & Technology. 25 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance sits at 98.1% with no unauthorised absence. Lives in a two-bed flat with an older sister who does most of the parenting. Goes to steel pans every week without fail."
HAR1510,Karolis Urbonas,M,9,9E,Beam,Miss R. Tandy,2013-01-28,13.6,White Other (Lithuanian),Lithuanian,Yes - fluent,No,None,,2.2,10y 8m,Science,English,72.9,18,54,6,1,mixed,True,True,"Karolis Urbonas has had long spells out of lessons and is being reintegrated slowly. Working at grade 2.2 on average, with Science the clear strength and English the obvious weak spot. Reading age assessed at 10y 8m. Everything else follows from that. 54 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance 72.9% - persistently absent and now with the Education Welfare Officer. Lives on the houses off Green Street with mum and a disabled younger brother. Talks about producing beats on FL Studio constantly, in and out of lesson. Off-site alternative provision two days a week."
HAR1511,Zakariya Aden,M,9,9F,Rom,Mr J. Ferreira,2013-08-06,13.1,Black African (Somali),Somali,Yes - fluent,No,None,,4.4,12y 3m,French,Food Technology,95.4,4,13,3,0,ok,False,False,"Zakariya Aden is the definition of middle of the road - never in trouble, never top of the class. Working at grade 4.4 on average, with French the clear strength and Food Technology the obvious weak spot. 13 behaviour points and 3 detentions, all for the same three things. Attendance sits at 95.4% with no unauthorised absence. At home it's dad, who works two jobs, in a council flat on the fourth floor. Housing changed twice in the last two years and you can see it in the exercise books. Runs Duke of Edinburgh Bronze and takes it more seriously than most of the staff do. On a pastoral support plan after a difficult autumn term."
HAR1512,Nirmal Kaur,M,9,9F,Rom,Mr J. Ferreira,2013-08-24,13.0,British Indian,Malayalam,No,No,None,,4.8,12y 8m,English,RE,91.6,10,16,4,0,ok,False,False,"Nirmal Kaur is a grafter. Nothing comes easily but he keeps showing up and keeps trying. English is his best subject by a distance. RE is the one his tutor has to chase every report. 16 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. 91.6% attendance - enough to trigger a letter home but not a fine. Home is in a two-bed flat with mum and three younger siblings. Quietly good at Afrobeats, which nobody at school knew until Year 9. Child in Need plan open; social worker attends termly."
HAR1513,Rahel Gebre,F,9,9F,Rom,Mr J. Ferreira,2012-09-11,14.0,Black African (Horn of Africa),Tigrinya,No,No,None,,3.1,12y 6m,PE,Drama,93.2,4,21,4,0,ok,False,False,"Rahel Gebre arrived below expectations and, honestly, hasn't closed much ground since. PE is her best subject by a distance. Drama is the one her tutor has to chase every report. 21 behaviour points, mostly talking, phones and being late to period one. Attendance 93.2%, which the year team are keeping an eye on. Lives on the Bow Common side with mum and her partner, above a shop on the parade. Big into cricket."
HAR1514,Leanne Sparrow,F,9,9F,Rom,Mr J. Ferreira,2013-01-07,13.6,White British,English,No,No,None,,1.0,10y 4m,Maths,English,100.0,0,72,12,0,mixed,False,False,"Leanne Sparrow has decided school isn't for her and spends most lessons proving it. Average of 1.0 across the board, with a big spread between Maths and English. Reading age assessed at 10y 4m. Everything else follows from that. 72 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance sits at 100.0% with no unauthorised absence. Lives on the Plaistow side with mum, stepdad and a new baby. Money is tight and everyone in the house knows it. Quietly good at Roblox and Minecraft, which nobody at school knew until Year 9."
HAR1515,Bartek Zielinski,M,9,9F,Rom,Mr J. Ferreira,2013-02-24,13.5,White Other (Polish),Polish,No,No,SEN Support (K),ADHD (SEMH/medical),4.0,11y 1m,Science,Spanish,90.2,7,152,31,1,poor,False,False,"Bartek Zielinski has ADHD (SEMH/medical) and does far better with structure, warning of changes and a bit of patience. Sits on grade 4.0 overall. Teachers in Science rate him highly, staff in Spanish much less so. 152 behaviour points and 1 suspension. Refuses to accept a sanction from anyone he hasn't decided he likes. 90.2% attendance - enough to trigger a letter home but not a fine. At home it's both parents and an older brother, in a house with a converted loft room. It's a full house and a quiet space to do homework doesn't really exist. Known across the year for chess puzzles."
HAR1516,Rohan Rajan,M,9,9F,Rom,Mr J. Ferreira,2013-04-07,13.4,British Indian,Tamil,Yes - fluent,Yes,None,,4.4,11y 7m,Science,English,90.2,13,50,5,0,mixed,False,False,"Rohan Rajan is a decent worker who gets by on effort more than natural ability. Currently 4.4 on average - on target in Science, a full two grades off in English. 50 behaviour points and 5 detentions, all for the same three things. Attendance has slipped to 90.2% and there's a pattern of Monday mornings. Lives on the flats behind the Roman Road with an older sister who does most of the parenting. Spends every break on MMA."
HAR1517,Drita Hoxha,F,9,9F,Rom,Mr J. Ferreira,2013-03-25,13.4,White Other (Albanian),Albanian,No,Yes,None,,5.2,12y 10m,Drama,Maths,100.0,4,16,1,0,ok,False,False,"Drita Hoxha is a decent worker who gets by on effort more than natural ability. Sits on grade 5.2 overall. Teachers in Drama rate her highly, staff in Maths much less so. 16 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance sits at 100.0% with no unauthorised absence. Home is in a council flat on the fourth floor with mum, stepdad and a new baby. Quietly good at sewing and altering clothes, which nobody at school knew until Year 9."
HAR1518,Kofi Frimpong,M,9,9F,Rom,Mr J. Ferreira,2012-11-19,13.8,Black African (Ghanaian),Ga,Yes - fluent,No,None,,4.1,11y 10m,Computing,English,88.5,14,50,7,1,mixed,True,False,"Kofi Frimpong is a solid, steady student who does what's asked and not a great deal more. Reports are consistent: strong in Computing, weak in English, average grade 4.1. 50 behaviour points and 7 detentions, all for the same three things. Attendance 88.5%, which the year team are keeping an eye on. Lives with mum, dad and four siblings in a terraced house shared with an aunt's family. Talks about doing nails and lashes for cousins constantly, in and out of lesson."
HAR1519,Thivya Selvarajah,F,9,9F,Rom,Mr J. Ferreira,2013-03-21,13.4,Asian Other (Sri Lankan Tamil),Tamil,Yes - fluent,Yes,SEN Support (K),SpLD - Dyslexia,3.3,10y 10m,English,Maths,97.8,0,34,5,0,mixed,False,False,"Thivya Selvarajah has SpLD - Dyslexia and works with the SEN team most weeks. Sits on grade 3.3 overall. Teachers in English rate her highly, staff in Maths much less so. 34 behaviour points, mostly talking, phones and being late to period one. Attendance 97.8% - never an issue. At home it's both parents and twin sisters, in a two-bed flat. One of the leaders in chess club; it's the one place she's consistently brilliant."
HAR1520,Ugne Kazlauskas,F,9,9F,Rom,Mr J. Ferreira,2013-07-07,13.2,White Other (Lithuanian),Lithuanian,No,No,None,,3.3,10y 10m,Art,Science,94.3,0,17,2,0,ok,False,False,"Ugne Kazlauskas arrived below expectations and, honestly, hasn't closed much ground since. Reports are consistent: strong in Art, weak in Science, average grade 3.3. Reading age of 10y 10m against a chronological age of 13y 1m, which is the root of most of it. 17 behaviour points and 2 detentions, all for the same three things. Attendance has slipped to 94.3% and there's a pattern of Monday mornings. Lives with dad and stepmum in a two-bed flat. Talks about Arsenal constantly, in and out of lesson."
HAR1521,Courtney Harris,F,9,9F,Rom,Mr J. Ferreira,2012-11-07,13.8,White British,English,No,Yes,None,,6.6,15y 0m,English,Maths,93.1,3,3,0,0,good,False,False,"Courtney Harris sits near the front, works from the second the bell goes, and rarely needs telling twice. Sits on grade 6.6 overall. Teachers in English rate her highly, staff in Maths much less so. 3 behaviour points and no detentions. Staff use her as the example. 93.1% attendance - enough to trigger a letter home but not a fine. At home it's an uncle who is also her named carer, in a council flat on the fourth floor. Goes to LGBTQ+ alliance every week without fail."
HAR1522,Mohamed Ali,M,9,9F,Rom,Mr J. Ferreira,2012-11-16,13.8,Black African (Somali),Somali,Yes - fluent,Yes,None,,3.9,12y 1m,Science,Maths,98.5,0,23,3,0,ok,False,False,"Mohamed Ali is a solid, steady student who does what's asked and not a great deal more. Reports are consistent: strong in Science, weak in Maths, average grade 3.9. 23 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 98.5% - never an issue. Lives with grandmother as main carer in a two-bed flat. Spends every break on cricket. Referred to CAMHS, still on the waiting list."
HAR1523,Shanice Palmer,F,9,9F,Rom,Mr J. Ferreira,2013-08-15,13.0,Black Caribbean / Mixed Black Caribbean,Jamaican Patois,No,No,None,,3.7,10y 0m,Science,English,96.1,4,7,1,0,good,False,False,"Shanice Palmer is a solid, steady student who does what's asked and not a great deal more. Science is her best subject by a distance. English is the one her tutor has to chase every report. Reading age assessed at 10y 0m. Everything else follows from that. Behaviour record is spotless: 7 points on the system all year. Attendance 96.1%. The only absences are medical and always covered by a note. Lives on the Manor Park end with both parents, both working in the family business. One of the leaders in Duke of Edinburgh Bronze; it's the one place she's consistently brilliant."
HAR1524,Szymon Lewandowska,M,9,9F,Rom,Mr J. Ferreira,2012-10-15,13.9,White Other (Polish),Polish,No,No,None,,3.3,12y 2m,Maths,English,95.5,1,81,12,0,mixed,False,False,"Szymon Lewandowska is capable but so far behind that catching up now looks unrealistic without serious intervention. Average working grade 3.3. Maths is well above the rest; English is dragging the profile down. 81 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance sits at 95.5% with no unauthorised absence. At home it's dad, who works two jobs, in temporary accommodation. Whoever's home in the morning is doing four school runs, so he's largely left to sort himself out. Talks about fixing up mopeds constantly, in and out of lesson."
HAR1525,Abdirahman Diriye,M,9,9F,Rom,Mr J. Ferreira,2013-01-28,13.6,Black African (Somali),Somali,Yes - fluent,Yes,SEN Support (K),ASD - Autism Spectrum Condition,3.7,9y 8m,English,Food Technology,95.1,2,77,6,0,mixed,False,False,"Abdirahman Diriye is a solid, steady student who does what's asked and not a great deal more. Working at grade 3.7 on average, with English the clear strength and Food Technology the obvious weak spot. Literacy is the bottleneck: reading age 9y 8m and handwriting that he's embarrassed about. 77 behaviour points, mostly talking, phones and being late to period one. Attendance sits at 95.1% with no unauthorised absence. Lives on the houses off Green Street with mum and a disabled younger brother, in a one-bed with the living room as a bedroom. Money is tight and everyone in the house knows it. Quietly good at FIFA and Call of Duty, which nobody at school knew until Year 9. Off-site alternative provision two days a week."
HAR1526,Muna Sheikh,F,9,9F,Rom,Mr J. Ferreira,2013-04-03,13.4,Black African (Somali),Somali,Yes - new to English,Yes,SEN Support (K),Visual Impairment,5.4,11y 4m,Food Technology,Geography,84.7,13,128,24,1,poor,True,False,"Muna Sheikh speaks Somali at home and is at the stage where she understands nearly everything and says almost nothing. Sits on grade 5.4 overall. Teachers in Food Technology rate her highly, staff in Geography much less so. 128 points, 24 detentions. Told her Head of Year, word for word, that the school could ""do one"" - then apologised properly the next day, which is the frustrating bit. Attendance 84.7% and falling. Weeks go by where nobody sees her. Lives on the Plaistow side with grandmother as main carer, in a terraced house shared with an aunt's family. The commute in is two buses and it shows in the punctuality data. Goes to boxing club at the community gym every week without fail. Child in Need plan open; social worker attends termly."
HAR1527,Jasmeen Desai,F,9,9F,Rom,Mr J. Ferreira,2012-09-23,13.9,British Indian,Gujarati,Yes - developing,No,None,,3.5,12y 9m,English,Science,94.8,0,18,3,0,ok,False,False,"Jasmeen Desai sits mid-table across the board and is happy there, which frustrates her tutor. Average working grade 3.5. English is well above the rest; Science is dragging the profile down. 18 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. 94.8% attendance - enough to trigger a letter home but not a fine. Lives in temporary accommodation with mum, dad and grandad. Spends every break on swimming."
HAR1528,Cabdi Sheikh,M,9,9F,Rom,Mr J. Ferreira,2012-10-02,13.9,Black African (Somali),Somali,Yes - developing,No,None,,4.8,12y 7m,Geography,Music,91.1,3,174,36,2,poor,False,False,"Cabdi Sheikh is the reason three departments have moved seating plans this year. Currently 4.8 on average - on target in Geography, a full two grades off in Music. 174 behaviour points, 36 detentions, 2 suspensions - the worst being a fight in the DT corridor that took three staff to break up. Attendance 91.1%. Punctuality is the bigger problem: 3 lates this term. Lives with an uncle who is also his named carer in a maisonette off the high street. One of the leaders in reading buddies; it's the one place he's consistently brilliant. Child in Need plan open; social worker attends termly."
HAR1529,Bianca Popescu,F,9,9F,Rom,Mr J. Ferreira,2012-09-03,14.0,White Other (Romanian),Romani,Yes - developing,No,None,,4.2,12y 2m,Drama,Computing,92.4,4,98,27,1,poor,False,False,"Bianca Popescu is the reason three departments have moved seating plans this year. Currently 4.2 on average - on target in Drama, a full two grades off in Computing. 98 behaviour points and 1 suspension. Refuses to accept a sanction from anyone she hasn't decided she likes. Attendance 92.4%. Punctuality is the bigger problem: 4 lates this term. Lives with dad, who works two jobs above a shop on the parade. Supportive at home, but stretched thin. Obsessed with 3D printing to the point of doing homework about it unprompted. Young carer - registered with the borough."
HAR1530,Duc Nguyen,M,9,9F,Rom,Mr J. Ferreira,2012-11-11,13.8,Asian Other (Vietnamese),Vietnamese,Yes - developing,Yes,None,,1.1,10y 10m,Science,English,87.6,9,186,23,2,poor,True,False,"Duc Nguyen is well known to every member of staff in the building, and not for the right reasons. Reports are consistent: strong in Science, weak in English, average grade 1.1. Literacy is the bottleneck: reading age 10y 10m and handwriting that he's embarrassed about. 186 behaviour points, 2 suspensions, and a permanent exclusion narrowly avoided after an incident with a vape and a fire alarm. 87.6% attendance. The school has issued a formal warning and a penalty notice is on the table. Lives with grandmother as main carer in a two-bed flat. It's a full house and a quiet space to do homework doesn't really exist. Would rather be at athletics than in any lesson and says so openly."
HAR1531,Fiifi Asante,M,9,9F,Rom,Mr J. Ferreira,2012-11-07,13.8,Black African (Ghanaian),Twi,No,Yes,SEN Support (K),"SEMH - Social, Emotional & Mental Health",2.8,10y 6m,Maths,PE,99.7,2,66,4,0,mixed,False,False,"Fiifi Asante has SEMH - Social, Emotional & Mental Health and works with the SEN team most weeks. Currently 2.8 on average - on target in Maths, a full two grades off in PE. 66 behaviour points and 4 detentions, all for the same three things. Attendance 99.7% - never an issue. Lives in a flat with a lift that never works with aunt and uncle and five cousins. Obsessed with Afrobeats to the point of doing homework about it unprompted."
HAR1532,Tahmid Hoque,M,9,9F,Rom,Mr J. Ferreira,2012-11-04,13.8,British Bangladeshi,Sylheti,No,No,None,,4.0,13y 1m,Maths,English,91.4,7,4,0,0,good,False,False,"Tahmid Hoque is a solid, steady student who does what's asked and not a great deal more. Reports are consistent: strong in Maths, weak in English, average grade 4.0. Behaviour record is spotless: 4 points on the system all year. Attendance 91.4%. Punctuality is the bigger problem: 7 lates this term. Lives on the houses off Green Street with mum, dad and grandad, in a maisonette off the high street. It's a full house and a quiet space to do homework doesn't really exist. Spends every break on cars and car spotting."
HAR1533,Ricardo Oliveira,M,9,9F,Rom,Mr J. Ferreira,2012-10-17,13.9,White Other (Portuguese / Brazilian),Portuguese,Yes - developing,No,None,,6.0,13y 6m,English,Spanish,90.1,5,232,21,0,poor,False,False,"Ricardo Oliveira is funny, sharp and absolutely exhausting to teach. English is his best subject by a distance. Spanish is the one his tutor has to chase every report. 232 points and 21 detentions. Walked out of Maths shouting ""this lesson is dead"" and slammed the door hard enough to crack the glass. 90.1% attendance - enough to trigger a letter home but not a fine. Lives in a maisonette off the high street with mum and three younger siblings. Supportive at home, but stretched thin. Talks about dog walking for money constantly, in and out of lesson."
HAR1534,Archie Cooper,M,9,9F,Rom,Mr J. Ferreira,2013-05-27,13.3,White British,English,No,Yes,SEN Support (K),SpLD - Dyslexia,2.6,9y 9m,Maths,English,91.0,21,28,4,0,ok,False,False,"Archie Cooper has SpLD - Dyslexia and does far better with structure, warning of changes and a bit of patience. Sits on grade 2.6 overall. Teachers in Maths rate him highly, staff in English much less so. Reading age of 9y 9m against a chronological age of 13y 3m, which is the root of most of it. 28 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 91.0%, which the year team are keeping an eye on. At home it's mum only, above a shop on the parade. Runs cricket in the summer term and takes it more seriously than most of the staff do."
HAR1535,Kelechi Ogunleye,M,9,9F,Rom,Mr J. Ferreira,2013-06-27,13.2,Black African (Nigerian),Igbo,No,Yes,None,,2.9,11y 7m,Science,History,93.0,3,15,2,0,ok,False,False,"Kelechi Ogunleye arrived below expectations and, honestly, hasn't closed much ground since. Science is his best subject by a distance. History is the one his tutor has to chase every report. 15 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 93.0%, which the year team are keeping an eye on. Lives on the estate off Barking Road with mum and a disabled younger brother, in a flat with a lift that never works. The commute in is two buses and it shows in the punctuality data. Obsessed with fixing up mopeds to the point of doing homework about it unprompted. Managed move in from another East London secondary at the start of Year 9."
HAR1536,Simran Kaur,F,9,9F,Rom,Mr J. Ferreira,2012-12-17,13.7,British Indian,Malayalam,Yes - developing,Yes,None,,6.7,14y 5m,Geography,Design & Technology,100.0,3,7,1,0,good,False,False,"Simran Kaur is one of those students who makes a lesson easier just by being in it. Sits on grade 6.7 overall. Teachers in Geography rate her highly, staff in Design & Technology much less so. 7 points logged, every one of them for uniform or equipment rather than conduct. Attendance 100.0% - never an issue. Home is in a flat with a lift that never works with mum and a disabled younger brother. The commute in is two buses and it shows in the punctuality data. Would rather be at boxing club at the community gym than in any lesson and says so openly."
HAR1537,Zain Nawaz,M,9,9F,Rom,Mr J. Ferreira,2012-09-24,13.9,British Pakistani,Punjabi,No,No,None,,6.3,14y 1m,Maths,RE,98.1,3,7,0,0,good,False,False,"Zain Nawaz is a solid, steady student who does what's asked and not a great deal more. Reports are consistent: strong in Maths, weak in RE, average grade 6.3. Nothing on the behaviour log worth reading - 7 points total. Attendance 98.1%. The only absences are medical and always covered by a note. Lives in a house with a converted loft room with both parents and twin sisters. Older siblings came through Harford as well and staff remember the surname. Goes to Islamic Society lunchtime prayer every week without fail. Working with the school counsellor weekly."
HAR1538,Anwar Haddad,M,9,9F,Rom,Mr J. Ferreira,2012-12-17,13.7,Arab,Arabic (Levantine),Yes - fluent,Yes,SEN Support (K),"SEMH - Social, Emotional & Mental Health",4.6,11y 8m,History,Computing,74.7,6,185,35,1,poor,True,False,"Anwar Haddad has a temper that goes from nought to shouting in about four seconds. Average of 4.6 across the board, with a big spread between History and Computing. 185 behaviour points and 1 suspension. Refuses to accept a sanction from anyone he hasn't decided he likes. Attendance 74.7% - persistently absent and now with the Education Welfare Officer. Lives on the estate off Barking Road with an uncle who is also his named carer. Goes to table tennis every week without fail. Looked-after child, placed with foster carers in the borough since Year 8."
HAR1539,Liban Hersi,M,9,9F,Rom,Mr J. Ferreira,2012-10-01,13.9,Black African (Somali),Somali,Yes - fluent,Yes,None,,1.1,10y 0m,Maths,English,86.4,4,79,6,0,mixed,True,False,"Liban Hersi is capable but so far behind that catching up now looks unrealistic without serious intervention. Maths is his best subject by a distance. English is the one his tutor has to chase every report. Reading age assessed at 10y 0m. Everything else follows from that. 79 points logged - low-level stuff: chatting, out of seat, phone on the desk. Attendance 86.4% and falling. Weeks go by where nobody sees him. Lives in a one-bed with the living room as a bedroom with both parents and twin sisters. Quietly good at drill and UK rap, which nobody at school knew until Year 9. Looked-after child, placed with foster carers in the borough since Year 8."
HAR1540,Rakib Rahman,M,9,9F,Rom,Mr J. Ferreira,2012-12-24,13.7,British Bangladeshi,Sylheti,No,No,None,,4.8,12y 4m,English,Spanish,90.5,19,109,21,1,poor,False,False,"Rakib Rahman runs the room if you let him, and most supply teachers let him. Average of 4.8 across the board, with a big spread between English and Spanish. 109 behaviour points, 1 suspension, and a permanent exclusion narrowly avoided after an incident with a vape and a fire alarm. 90.5% attendance - enough to trigger a letter home but not a fine. Lives in a one-bed with the living room as a bedroom with both parents and an older brother. Whoever's home in the morning is doing four school runs, so he's largely left to sort himself out. Runs boxercise and takes it more seriously than most of the staff do. Mentored by the school's attendance and inclusion lead."
HAR1541,Migle Jankauskas,F,10,10A,Lea,Mr A. Bhatti,2012-03-15,14.5,White Other (Lithuanian),Lithuanian,No,No,None,,2.5,11y 7m,English Literature,English Language,100.0,4,29,2,0,ok,False,False,"Migle Jankauskas is capable but so far behind that catching up now looks unrealistic without serious intervention. Average working grade 2.5. English Literature is well above the rest; English Language is dragging the profile down. Reading age assessed at 11y 7m. Everything else follows from that. 29 points. Nothing serious, but the pattern is talking over staff and refusing to move seats. Attendance 100.0% - never an issue. At home it's grandmother as main carer, in a one-bed with the living room as a bedroom. Spends every break on Leyton Orient."
HAR1542,Rumana Aktar,F,10,10A,Lea,Mr A. Bhatti,2011-09-17,15.0,British Bangladeshi,Sylheti,Yes - fluent,No,EHCP,SpLD - Dyslexia,4.9,12y 0m,Design & Technology,English Language,84.0,13,188,29,0,poor,True,False,"Rumana Aktar has SpLD - Dyslexia and works with the SEN team most weeks. Reports are consistent: strong in Design & Technology, weak in English Language, average grade 4.9. 188 behaviour points and 0 suspensions. Refuses to accept a sanction from anyone she hasn't decided she likes. 84.0% attendance. The school has issued a formal warning and a penalty notice is on the table. Lives in a one-bed with the living room as a bedroom with mum and a disabled younger brother. Whoever's home in the morning is doing four school runs, so she's largely left to sort herself out. Would rather be at basketball than in any lesson and says so openly. EHCP names 20 hours of TA support a week and access arrangements for exams."
